Array	IIC_Bacillota_motif_1_1	IIC_Bacillota_motif_1_1_pvalue
NZ_CP101537.1_Array_1	122	0.873932468647
NZ_CP101984.1_Array_1	140	0.854540245725
NZ_CP101985.1_Array_1	138	0.90103319368
NZ_CP101986.1_Array_1	138	0.90103319368
NZ_CP102518.1_Array_1	122	0.873932468647
NZ_CP102533.1_Array_1	122	0.873932468647
NZ_CP104758.1_Array_1	10	0.930394274888
NZ_CP106868.1_Array_1	122	0.873932468647
NZ_CP110019.1_Array_1	172	0.930394274888
NZ_CP110020.1_Array_1	172	0.930394274888
NZ_CP116597.1_Array_1	5	0.873932468647
NZ_CP116808.1_Array_2	45	0.873932468647
NZ_CP117525.1_Array_1	131	0.873932468647
NZ_CP117768.1_Array_2	128	0.90103319368
NZ_CP117884.1_Array_2	20	0.930394274888
NZ_CP118745.1_Array_1	108	0.930394274888
NZ_CP119327.1_Array_1	5	0.873932468647
NZ_CP119809.1_Array_1	20	0.854540245725
NZ_CP124222.1_Array_13	43	0.873932468647
NZ_CP124891.1_Array_2	172	0.930394274888
NZ_CP127096.1_Array_1	5	0.930394274888
NZ_CP128490.1_Array_1	122	0.873932468647
NZ_FO818640.1_Array_2	37	1.0
NZ_HG917869.1_Array_1	152	1.0
NZ_LN907858.1_Array_1_R	132	1.0
NZ_LR134242.1_Array_2	5	0.90103319368
NZ_LR134320.1_Array_1	139	0.854540245725
NZ_LR735429.1_Array_1	5	1.0
NZ_LS483312.1_Array_1	5	0.873932468647
NZ_LS483349.1_Array_2	139	0.854540245725
NZ_LS483459.1_Array_1	92	0.854540245725
NZ_LS483471.1_Array_1	143	0.930394274888
