Array	IIC_Bacillota_motif_1_1	IIC_Bacillota_motif_1_1_pvalue
NZ_CP017194.1_Array_1	43	1.0
NZ_CP017267.1_Array_3_R	148	0.930394274888
NZ_CP017296.1_Array_1	160	0.90103319368
NZ_CP017296.1_Array_5	159	0.90103319368
NZ_CP017428.1_Array_1	5	1.0
NZ_CP017430.1_Array_1	5	1.0
NZ_CP017599.1_Array_14	166	0.873932468647
NZ_CP017695.1_Array_3	61	0.90103319368
NZ_CP017708.2_Array_87	78	0.930394274888
NZ_CP017716.1_Array_2	14	0.854540245725
NZ_CP017922.1_Array_5	138	0.854540245725
NZ_CP017922.1_Array_6	31	0.930394274888
NZ_CP018051.1_Array_1_R	98	0.854540245725
NZ_CP018058.1_Array_1	39	0.90103319368
NZ_CP018627.1_Array_3_L	85	0.90103319368
NZ_CP018897.1_Array_7	174	1.0
NZ_CP019420.1_Array_7	79	0.854540245725
NZ_CP019856.1_Array_2	154	1.0
NZ_CP019931.1_Array_5	174	1.0
NZ_CP019998.1_Array_12	37	1.0
NZ_CP020620.1_Array_1	122	0.873932468647
NZ_CP020652.1_Array_5	174	1.0
NZ_CP020654.1_Array_5	174	1.0
NZ_CP020655.1_Array_5	174	1.0
NZ_CP020764.1_Array_2	50	0.930394274888
NZ_CP020768.1_Array_1	5	0.873932468647
NZ_CP021780.1_Array_69	147	0.90103319368
NZ_CP021983.2_Array_19	146	0.873932468647
NZ_CP022247.1_Array_1	5	1.0
NZ_CP022449.1_Array_1	122	0.873932468647
NZ_CP022499.1_Array_1_L	35	0.930394274888
NZ_CP022713.1_Array_3	20	1.0
NZ_CP022752.1_Array_25	21	0.90103319368
NZ_CP022881.1_Array_2	5	0.90103319368
NZ_CP022938.1_Array_1_R	98	0.854540245725
NZ_CP022939.1_Array_1_R	98	0.854540245725
NZ_CP022940.1_Array_1_R	98	0.854540245725
NZ_CP022941.1_Array_1_R	98	0.854540245725
NZ_CP022942.1_Array_1_R	98	0.854540245725
NZ_CP022943.1_Array_1_R	98	0.854540245725
NZ_CP022944.1_Array_1_R	98	0.854540245725
NZ_CP022945.1_Array_1_R	98	0.854540245725
NZ_CP022946.1_Array_1_R	98	0.854540245725
NZ_CP022947.1_Array_1_R	98	0.854540245725
NZ_CP022948.1_Array_1_R	98	0.854540245725
NZ_CP022949.1_Array_1_R	98	0.854540245725
NZ_CP022950.1_Array_1_R	98	0.854540245725
NZ_CP022951.1_Array_1_R	98	0.854540245725
NZ_CP022952.1_Array_1_R	98	0.854540245725
NZ_CP022953.1_Array_1_R	98	0.854540245725
NZ_CP023405.1_Array_4	139	0.90103319368
NZ_CP023477.1_Array_2	139	0.854540245725
NZ_CP023497.1_Array_2	5	1.0
NZ_CP023704.1_Array_25	77	0.930394274888
NZ_CP023704.1_Array_26	78	0.930394274888
NZ_CP023711.1_Array_5	25	0.930394274888
NZ_CP024067.1_Array_1	130	0.930394274888
NZ_CP024174.1_Array_6	174	1.0
NZ_CP024593.1_Array_4_L	58	0.930394274888
NZ_CP024593.1_Array_7_R	58	0.930394274888
NZ_CP024593.1_Array_8_R	58	0.930394274888
NZ_CP024594.1_Array_1_R	58	0.930394274888
NZ_CP024594.1_Array_2_R	58	0.930394274888
NZ_CP024594.1_Array_7_L	58	0.930394274888
NZ_CP025067.1_Array_5	174	1.0
NZ_CP025072.1_Array_5	174	1.0
NZ_CP025200.1_Array_1	121	0.873932468647
NZ_CP026328.2_Array_6	4	0.873932468647
NZ_CP026615.2_Array_5	141	0.873932468647
NZ_CP026681.1_Array_4	122	1.0
NZ_CP026683.1_Array_1	36	0.873932468647
NZ_CP027400.1_Array_1	5	0.930394274888
NZ_CP027634.1_Array_1	28	0.930394274888
NZ_CP027848.1_Array_2	51	0.930394274888
NZ_CP027862.1_Array_16	38	0.854540245725
NZ_CP028370.1_Array_15_R	88	0.90103319368
NZ_CP028490.1_Array_2_R	121	0.90103319368
NZ_CP029346.1_Array_1_L	43	1.0
NZ_CP029546.1_Array_1	178	1.0
NZ_CP029562.1_Array_5	163	1.0
NZ_CP029709.1_Array_13	4	0.873932468647
NZ_CP029995.1_Array_5	159	0.854540245725
NZ_CP030118.1_Array_32	142	0.854540245725
NZ_CP031775.2_Array_3	185	0.873932468647
NZ_CP031881.1_Array_4	116	1.0
NZ_CP032159.1_Array_2	5	0.90103319368
NZ_CP032486.1_Array_1	42	0.930394274888
NZ_CP032618.1_Array_2_L	108	1.0
NZ_CP032627.1_Array_2	93	0.873932468647
NZ_CP033058.2_Array_1	10	0.90103319368
NZ_CP033078.1_Array_3	132	1.0
NZ_CP033740.1_Array_1_R	123	0.930394274888
NZ_CP033903.1_Array_1	13	0.854540245725
NZ_CP033904.1_Array_2	8	0.930394274888
NZ_CP033905.1_Array_1	8	0.930394274888
NZ_CP034952.1_Array_4	36	0.90103319368
NZ_CP035037.1_Array_1	152	0.930394274888
NZ_CP035467.1_Array_7	177	0.873932468647
NZ_CP035499.1_Array_3	141	0.873932468647
NZ_CP035510.1_Array_5	88	0.873932468647
NZ_CP035727.2_Array_2	187	0.930394274888
NZ_CP035735.1_Array_1	184	0.930394274888
NZ_CP035758.1_Array_2	100	1.0
NZ_CP035758.1_Array_21	74	0.90103319368
NZ_CP035758.1_Array_9	101	1.0
NZ_CP035913.1_Array_2_R	196	0.873932468647
NZ_CP036220.2_Array_7	18	0.873932468647
NZ_CP036525.1_Array_12	71	0.854540245725
NZ_CP039292.1_Array_24	191	1.0
NZ_CP039447.1_Array_2_L	188	0.873932468647
NZ_CP039928.1_Array_2	143	0.930394274888
NZ_CP040094.1_Array_21	88	0.930394274888
NZ_CP040360.1_Array_1	155	1.0
NZ_CP040553.1_Array_3	178	0.854540245725
NZ_CP040656.1_Array_6	142	0.90103319368
NZ_CP041356.1_Array_4	92	0.873932468647
NZ_CP041635.1_Array_2_L	42	0.873932468647
NZ_CP041724.1_Array_1	50	0.930394274888
NZ_CP042564.1_Array_1	19	0.930394274888
NZ_CP042913.1_Array_2	25	0.930394274888
NZ_CP043063.1_Array_7	174	1.0
NZ_CP043064.1_Array_7	174	1.0
NZ_CP043070.1_Array_5	174	1.0
NZ_CP043079.1_Array_7	174	1.0
NZ_CP043089.1_Array_7	174	1.0
NZ_CP043092.1_Array_5	174	1.0
NZ_CP043096.1_Array_5	174	1.0
NZ_CP043100.1_Array_6	174	1.0
NZ_CP043110.1_Array_5	174	1.0
NZ_CP043111.1_Array_6	174	1.0
NZ_CP043114.1_Array_7	174	1.0
NZ_CP043120.1_Array_5	174	1.0
NZ_CP043139.1_Array_5	174	1.0
NZ_CP043161.1_Array_6	174	1.0
NZ_CP043162.1_Array_5	174	1.0
NZ_CP043163.1_Array_5	174	1.0
NZ_CP043312.1_Array_1	170	0.854540245725
NZ_CP043315.1_Array_1	60	0.930394274888
NZ_CP043926.1_Array_5	4	0.873932468647
NZ_CP044221.1_Array_1	139	0.90103319368
NZ_CP044495.1_Array_1	139	0.90103319368
NZ_CP045192.1_Array_1	82	0.90103319368
NZ_CP045224.1_Array_3	141	0.873932468647
NZ_CP045295.1_Array_2	177	1.0
NZ_CP045418.1_Array_1	68	0.90103319368
NZ_CP045687.1_Array_9	19	0.930394274888
NZ_CP045802.1_Array_16	85	0.854540245725
NZ_CP045875.1_Array_3	52	0.854540245725
NZ_CP045997.1_Array_3_L	166	1.0
NZ_CP046051.1_Array_4	30	0.873932468647
NZ_CP046161.1_Array_3	30	0.873932468647
NZ_CP046307.1_Array_1_R	123	0.930394274888
NZ_CP047141.1_Array_1	51	0.930394274888
NZ_CP047143.1_Array_1	136	0.930394274888
NZ_CP047415.1_Array_1	129	0.873932468647
NZ_CP047415.1_Array_2_L	99	0.854540245725
NZ_CP047695.1_Array_7_R	86	0.854540245725
NZ_CP049075.1_Array_1	38	0.90103319368
NZ_CP049271.1_Array_1	40	0.854540245725
NZ_CP049769.1_Array_6	156	0.854540245725
NZ_CP049770.1_Array_6	156	0.854540245725
NZ_CP050183.1_Array_2	116	1.0
NZ_CP050816.1_Array_1_L	123	0.930394274888
NZ_CP050962.1_Array_1	139	0.854540245725
NZ_CP051157.1_Array_11	52	0.873932468647
NZ_CP051168.1_Array_45_L	102	0.873932468647
NZ_CP051680.1_Array_10	159	0.873932468647
NZ_CP053228.1_Array_7	20	1.0
NZ_CP053477.1_Array_2	5	0.90103319368
NZ_CP053661.1_Array_16	174	0.930394274888
NZ_CP053661.1_Array_50	107	0.90103319368
NZ_CP053941.1_Array_5	103	0.873932468647
NZ_CP054444.1_Array_1_R	147	0.873932468647
NZ_CP054559.1_Array_1	122	0.873932468647
NZ_CP054575.1_Array_4_R	147	0.873932468647
NZ_CP056032.1_Array_4	24	0.930394274888
NZ_CP060092.1_Array_2	146	0.930394274888
NZ_CP060212.1_Array_7	37	1.0
NZ_CP060784.1_Array_4_L	49	0.873932468647
NZ_CP061041.1_Array_2	5	0.90103319368
NZ_CP061071.1_Array_2	139	0.854540245725
NZ_CP061470.1_Array_5	36	0.90103319368
NZ_CP061471.1_Array_8	36	0.90103319368
NZ_CP061474.1_Array_7	36	1.0
NZ_CP063195.1_Array_6	92	0.854540245725
NZ_CP063195.1_Array_7_R	159	0.854540245725
NZ_CP063785.1_Array_10	156	0.854540245725
NZ_CP064299.1_Array_1	178	1.0
NZ_CP064311.1_Array_2	178	1.0
NZ_CP064337.1_Array_4_L	163	1.0
NZ_CP064879.1_Array_11	156	0.854540245725
NZ_CP065312.1_Array_2	20	1.0
NZ_CP065579.1_Array_1	28	0.873932468647
NZ_CP065580.1_Array_1	28	0.873932468647
NZ_CP065583.1_Array_3	28	0.873932468647
NZ_CP065586.1_Array_5	28	0.873932468647
NZ_CP065681.1_Array_1	184	0.873932468647
NZ_CP065711.1_Array_2_R	147	0.873932468647
NZ_CP065982.1_Array_2	28	0.873932468647
NZ_CP066166.1_Array_1	103	0.873932468647
NZ_CP066591.1_Array_1	112	0.873932468647
NZ_CP067396.1_Array_2	142	0.90103319368
NZ_CP067992.1_Array_4	130	0.873932468647
NZ_CP068561.1_Array_9	141	0.873932468647
NZ_CP068581.1_Array_2	28	0.930394274888
NZ_CP069486.1_Array_4	174	0.930394274888
NZ_CP070366.1_Array_12	107	0.90103319368
NZ_CP070366.1_Array_20	24	0.930394274888
NZ_CP070366.1_Array_28	149	1.0
NZ_CP070366.1_Array_5	174	0.930394274888
NZ_CP070605.1_Array_9	63	0.873932468647
NZ_CP071875.1_Array_2	153	0.873932468647
NZ_CP072874.1_Array_1	119	0.873932468647
NZ_CP073916.1_Array_1	178	1.0
NZ_CP074570.1_Array_15	186	1.0
NZ_CP075947.1_Array_1	184	0.873932468647
NZ_CP075966.1_Array_1	184	0.873932468647
NZ_CP075968.1_Array_1	184	0.873932468647
NZ_CP075992.1_Array_1	183	0.873932468647
NZ_CP076538.1_Array_7	66	0.90103319368
NZ_CP077107.1_Array_3	99	0.854540245725
NZ_CP077404.1_Array_2	138	0.854540245725
NZ_CP077638.1_Array_2_L	112	1.0
NZ_CP077759.1_Array_2	56	0.90103319368
NZ_CP079714.1_Array_1	5	0.930394274888
NZ_CP080336.1_Array_1	178	1.0
NZ_CP080416.1_Array_2	183	0.90103319368
NZ_CP080458.1_Array_1_R	147	0.873932468647
NZ_CP083173.1_Array_3	72	0.873932468647
NZ_CP084312.1_Array_5	61	0.90103319368
NZ_CP084313.1_Array_4	61	0.90103319368
NZ_CP084314.1_Array_5	61	0.90103319368
NZ_CP084433.1_Array_2	154	0.930394274888
NZ_CP084434.1_Array_5	5	0.873932468647
NZ_CP084463.1_Array_11	85	0.930394274888
NZ_CP085326.1_Array_4	61	0.90103319368
NZ_CP085712.1_Array_1	25	0.930394274888
NZ_CP085971.1_Array_6	174	1.0
NZ_CP086653.1_Array_1	122	0.873932468647
NZ_CP086654.1_Array_1	186	1.0
NZ_CP087765.1_Array_1_L	76	0.930394274888
NZ_CP087781.1_Array_3_L	76	0.930394274888
NZ_CP087784.1_Array_4_R	76	0.930394274888
NZ_CP087788.1_Array_2_L	76	0.930394274888
NZ_CP087814.1_Array_2_L	76	0.930394274888
NZ_CP087844.1_Array_2_L	76	0.930394274888
NZ_CP087851.1_Array_2_L	76	0.930394274888
NZ_CP087959.1_Array_2	137	0.873932468647
NZ_CP088218.1_Array_2	5	0.90103319368
NZ_CP088245.1_Array_4	47	0.930394274888
NZ_CP089060.1_Array_3	117	1.0
NZ_CP090415.1_Array_1	122	0.873932468647
NZ_CP091204.1_Array_1_R	123	0.930394274888
NZ_CP091381.1_Array_9	57	0.854540245725
NZ_CP091467.1_Array_10	37	1.0
NZ_CP091855.1_Array_6	139	0.90103319368
NZ_CP092830.1_Array_2	154	1.0
NZ_CP092831.1_Array_2	153	0.873932468647
NZ_CP092907.1_Array_1	11	0.930394274888
NZ_CP093300.1_Array_6_L	121	0.930394274888
NZ_CP094058.1_Array_1_L	176	0.873932468647
NZ_CP094080.1_Array_1	61	0.873932468647
NZ_CP094128.1_Array_1	4	0.854540245725
NZ_CP094143.1_Array_1_R	4	0.854540245725
NZ_CP094160.1_Array_1	4	0.854540245725
NZ_CP094301.1_Array_1	154	0.930394274888
NZ_CP094302.1_Array_1	154	0.930394274888
NZ_CP094304.1_Array_1	154	0.930394274888
NZ_CP094306.1_Array_1	154	0.930394274888
NZ_CP094308.1_Array_1	154	0.930394274888
NZ_CP094311.1_Array_1	154	0.930394274888
NZ_CP094313.1_Array_1	154	0.930394274888
NZ_CP094315.1_Array_1	154	0.930394274888
NZ_CP094317.1_Array_3	154	0.930394274888
NZ_CP094319.1_Array_1	154	0.930394274888
NZ_CP094320.1_Array_1	154	0.930394274888
NZ_CP094321.1_Array_1	154	0.930394274888
NZ_CP094322.1_Array_1	154	0.930394274888
NZ_CP094323.1_Array_1	154	0.930394274888
NZ_CP094324.1_Array_1	154	0.930394274888
NZ_CP094645.1_Array_2_R	189	0.873932468647
NZ_CP094665.1_Array_8	139	0.90103319368
NZ_CP094697.1_Array_1	5	1.0
NZ_CP094698.1_Array_1	5	1.0
NZ_CP094702.1_Array_1	5	1.0
NZ_CP094707.1_Array_1	5	1.0
NZ_CP094823.1_Array_4	116	0.930394274888
NZ_CP095058.1_Array_1	104	0.90103319368
NZ_CP095100.1_Array_1	5	1.0
NZ_CP095102.1_Array_1	5	1.0
NZ_CP095163.1_Array_1	154	0.930394274888
NZ_CP096031.1_Array_1_R	64	0.873932468647
NZ_CP096980.1_Array_8	196	0.930394274888
NZ_CP097059.1_Array_1	56	1.0
NZ_CP097480.1_Array_10	120	1.0
NZ_CP097576.1_Array_11	125	0.854540245725
NZ_CP097576.1_Array_26	157	1.0
NZ_CP097766.1_Array_3	25	0.930394274888
NZ_CP097773.1_Array_3	25	0.930394274888
NZ_CP097775.1_Array_3	25	0.930394274888
NZ_CP098744.1_Array_1	56	1.0
NZ_CP098805.1_Array_10	176	0.930394274888
NZ_CP099464.1_Array_16	146	0.930394274888
NZ_CP099547.1_Array_2	173	0.854540245725
NZ_CP101126.1_Array_2	154	0.930394274888
NZ_CP101472.1_Array_1	5	1.0
NZ_CP101537.1_Array_1	122	0.873932468647
NZ_CP101824.1_Array_13	17	0.90103319368
NZ_CP101984.1_Array_1	140	0.854540245725
NZ_CP101985.1_Array_1	138	0.90103319368
NZ_CP101986.1_Array_1	138	0.90103319368
NZ_CP102095.1_Array_2_L	188	0.873932468647
NZ_CP102136.1_Array_2	94	1.0
NZ_CP102311.1_Array_1	184	0.873932468647
NZ_CP102518.1_Array_1	122	0.873932468647
NZ_CP102533.1_Array_1	122	0.873932468647
NZ_CP104758.1_Array_2	10	0.930394274888
NZ_CP106868.1_Array_1	122	0.873932468647
NZ_CP109811.1_Array_14	54	0.930394274888
NZ_CP110019.1_Array_1	172	0.930394274888
NZ_CP110020.1_Array_2	172	0.930394274888
NZ_CP110813.1_Array_1	142	0.90103319368
NZ_CP110854.1_Array_3	194	0.854540245725
NZ_CP113927.1_Array_1	151	0.873932468647
NZ_CP114883.1_Array_1	80	0.930394274888
NZ_CP116434.1_Array_1	184	0.873932468647
NZ_CP116510.1_Array_1_R	123	0.930394274888
NZ_CP116597.1_Array_2	5	0.873932468647
NZ_CP116808.1_Array_7	45	0.873932468647
NZ_CP117525.1_Array_1	131	0.873932468647
NZ_CP117768.1_Array_9	128	0.90103319368
NZ_CP117884.1_Array_2	20	0.930394274888
NZ_CP118745.1_Array_2	108	0.930394274888
NZ_CP118974.1_Array_3	174	0.930394274888
NZ_CP119108.1_Array_5	135	0.90103319368
NZ_CP119327.1_Array_2	5	0.873932468647
NZ_CP119809.1_Array_12	20	0.854540245725
NZ_CP120687.1_Array_1	56	0.90103319368
NZ_CP120688.1_Array_2	56	0.90103319368
NZ_CP123304.1_Array_3_L	188	0.873932468647
NZ_CP123957.1_Array_2	13	0.873932468647
NZ_CP123966.1_Array_2	98	1.0
NZ_CP124222.1_Array_18	43	0.873932468647
NZ_CP124543.1_Array_28	126	0.854540245725
NZ_CP124891.1_Array_2	172	0.930394274888
NZ_CP125946.1_Array_1_L	50	0.854540245725
NZ_CP125966.1_Array_1	64	0.873932468647
NZ_CP126114.1_Array_2	165	0.930394274888
NZ_CP126697.1_Array_3	56	0.873932468647
NZ_CP127096.1_Array_3	5	0.930394274888
NZ_CP128490.1_Array_1	122	0.873932468647
NZ_FO818640.1_Array_9	37	1.0
NZ_HG917869.1_Array_1	152	1.0
NZ_LN774769.1_Array_1	43	1.0
NZ_LN831776.1_Array_22	159	0.873932468647
NZ_LN831776.1_Array_24_L	174	0.854540245725
NZ_LN907858.1_Array_1_R	132	1.0
NZ_LR134242.1_Array_2	5	0.90103319368
NZ_LR134320.1_Array_1	139	0.854540245725
NZ_LR134329.1_Array_7	174	1.0
NZ_LR590480.1_Array_6	174	1.0
NZ_LR594487.1_Array_11	109	0.854540245725
NZ_LR607374.1_Array_2	184	0.873932468647
NZ_LR698964.1_Array_4_L	84	0.854540245725
NZ_LR735429.1_Array_1	5	1.0
NZ_LR822023.1_Array_3	165	0.930394274888
NZ_LR882967.1_Array_16	172	1.0
NZ_LS398548.1_Array_2_R	189	0.873932468647
NZ_LS483312.1_Array_1	5	0.873932468647
NZ_LS483349.1_Array_2	139	0.854540245725
NZ_LS483446.1_Array_5	124	1.0
NZ_LS483459.1_Array_3	92	0.854540245725
NZ_LS483459.1_Array_7	96	0.854540245725
NZ_LS483471.1_Array_1	143	0.930394274888
NZ_LS483482.1_Array_1	50	0.930394274888
NZ_LS483500.1_Array_3	28	0.873932468647
NZ_LS483501.1_Array_3	28	0.873932468647
NZ_LS483502.1_Array_2	28	0.873932468647
NZ_LS483503.1_Array_4	28	0.873932468647
NZ_LS483504.1_Array_3	28	0.873932468647
NZ_LS483505.1_Array_3	28	0.873932468647
NZ_LS483506.1_Array_3	28	0.873932468647
NZ_LS483507.1_Array_4	28	0.873932468647
NZ_LS483508.1_Array_3	28	0.873932468647
NZ_LS483510.1_Array_3	28	0.873932468647
NZ_LS483511.1_Array_3	28	0.873932468647
NZ_LS483512.1_Array_3	28	0.873932468647
NZ_LS483513.1_Array_2	28	0.873932468647
NZ_LS483514.1_Array_3	28	0.873932468647
NZ_LS483515.1_Array_3	28	0.873932468647
NZ_LS483516.1_Array_2	28	0.873932468647
NZ_LS483517.1_Array_3	28	0.873932468647
NZ_LS483518.1_Array_3	28	0.873932468647
NZ_LS483519.1_Array_3	28	0.873932468647
NZ_LT603685.1_Array_1	43	1.0
NZ_LT629711.1_Array_7	8	0.854540245725
NZ_LT629744.1_Array_1	159	0.90103319368
NZ_LT629744.1_Array_2	161	0.90103319368
NZ_LT629744.1_Array_6	160	0.90103319368
NZ_LT906464.1_Array_2	51	0.930394274888
NZ_LT907782.1_Array_1	56	0.930394274888
